nombre,fecha_captura,dispositivo,hash_sha256
02-08-2026_Proceso_inspección_y_manipulación_de_canal_bovina_en_area_faenamiento.jpeg,2026-08-02 21:50:34,Apple iPhone (perfil de color ICC Display P3),967121aa58b7824ac898787e51a8e0cacbb6e31a17f0f590cc715946de1e93db
02-08-2026_Proceso_refrigeracion_canales_carnicos.png,2026-08-02 21:53:14,Apple iPhone (perfil de color ICC Display P3),a81496c087fe4c28fade42a1f8a60ca5f737b61fb2382762c971c88f6f32f8f3
02-08-2026_Sello_de_granja_en_productos.png,2026-08-02 21:56:02,Apple iPhone (perfil de color ICC Display P3),eb42e4e8028703aeb198d0f7b24525e802972daf35002299a4aefb0d477751f4
29-08-2026_Descarga_de_cerdos.png,2026-08-29 14:28:00,"Android (Google, perfil de color ICC sRGB)",d7a115ab3ecdb0e0f9d3d0680ce69f576b75ab7ecfb6632a693c765864b9b75d
29-08-2026_Pesaje_cerdos.png,2026-08-29 14:31:03,"Android (Google, perfil de color ICC sRGB)",55cf9b4e430e7c7a4ebc4a392d895456e5199ca45cf064c32bf5acfbf62a853c
29-08-2026_Despiece_cerdos.png,2026-08-29 14:36:25,"Android (Google, perfil de color ICC sRGB)",7c7435f8cfdc5aef8ca832b5da453f913a8ae190bbd8f02269e8988e8494f3de
29-08-2026_Trabajo_de_cortes.png,2026-08-29 14:39:08,"Android (Google, perfil de color ICC sRGB)",bb62bbd9851b41afb1ac36885558fcdc3d65eb3f67f2f68549aa5066355d68b2
29-08-2026_Carga_de_cerdos_a_camara_frigorifica.png,2026-08-29 14:41:23,"Android (Google, perfil de color ICC sRGB)",8fd13899fd9635d9e45f2418e4705d9bafd76ab8ea9a55d6d781399c301978bc
Evidencia_Encuestado_1.jpeg,2026-09-01 11:05:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",c5cff6808f48ed37c955bf4d5b392ffeb9dedb377968a6434323c1faf1a27d30
Evidencia_Encuestado_2.jpeg,2026-09-01 11:06:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",7259e8476d39d3c11565442a9157ed04454c5fe405b31b984b579e670f729fa4
Evidencia_Encuestado_3.jpeg,2026-09-01 11:08:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",132a002d85935b892ce67c1ba6792711c80374cbb1caa1c2d97e5c11a8c85a58
Evidencia_Encuestado_4.jpeg,2026-09-01 11:11:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",3f20854592566f02c94cc41331a83f2a9c45bf96df13e1998032911c0aa8ccc5
Evidencia_Encuestado_5.jpeg,2026-09-01 11:14:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",9d7f36d705901b9d45b8a2463160ab8d741c18be8c154d17e0f4088b3fcf8141
2026-09-15_entorno_1.jpeg,2026-09-15 15:04:00,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",10c77e31d1fb76b33b5fe8fefed307602dcca44f9483c81883f7834961af4925
2026-09-15_entorno_2.jpeg,2026-09-15 15:08:36,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",b99eff4216493415aea52bcd6692145e271ba954c73ce3470cf47735e246fb05
2026-09-15_entorno_3.jpeg,2026-09-15 15:12:42,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",d5fc63148342b073bef714a4b73a044170cef64bc7a6b6b6fe6bc8dff7c942af
2026-09-15_entorno_4.jpeg,2026-09-15 15:16:55,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",33dbcecedbf46aabf34f85ec5bcd329e3a2fa2e023f0795394b5ad7ff047dac7
2026-09-15_entorno_5.jpeg,2026-09-15 15:19:51,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",d7f3d58dc88ac1a721b66463b75fb4a1753c2ba94c84bd347a515e7f40105214
2026-09-15_entorno_6.jpeg,2026-09-15 15:23:37,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",bf21b4d582bfba01b4363e9c1ddc22c52d8b1ac01fb6eebf826b550fef5a32d1
2026-09-15_entorno_7.jpeg,2026-09-15 15:26:31,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",dfb5733b912420d8bc0dcab800b90cd2b3e8415ee86e7203c8debf11af0308e8
2026-09-15_entorno_8.jpeg,2026-09-15 15:30:20,"Apple iPhone XR (12 MP, HEIF/JPEG, cámara posterior 26 mm f/1.8)",ea47dfd8dd334e7dc6f21b8369239dac5441d09ee2b21ea049a763a1802c8724
